date,instrument_id,instrument_description,asset_class,price,yield_pct,spread_bps,implied_vol_pct,px_bid,px_ask,px_mid,price_type,source,last_update_utc
2025-01-28,DEMO-IRS-003,Synthetic AUD receive/pay-fixed swap,RATES,,3.347057,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-28T06:15:00Z
2025-01-29,DEMO-IRS-003,Synthetic AUD receive/pay-fixed swap,RATES,,3.369289,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-29T06:15:00Z
2025-01-30,DEMO-IRS-003,Synthetic AUD receive/pay-fixed swap,RATES,,3.374663,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-30T06:15:00Z
2025-01-31,DEMO-IRS-003,Synthetic AUD receive/pay-fixed swap,RATES,,3.448666,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-31T06:15:00Z
2025-02-03,DEMO-IRS-003,Synthetic AUD receive/pay-fixed swap,RATES,,3.422181,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-02-03T06:15:00Z
2025-02-04,DEMO-IRS-003,Synthetic AUD receive/pay-fixed swap,RATES,,3.455401,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-02-04T06:15:00Z
2025-02-05,DEMO-IRS-003,Synthetic AUD receive/pay-fixed swap,RATES,,3.390656,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-02-05T06:15:00Z
2025-02-06,DEMO-IRS-003,Synthetic AUD receive/pay-fixed swap,RATES,,3.341149,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-02-06T06:15:00Z
2025-02-07,DEMO-IRS-003,Synthetic AUD receive/pay-fixed swap,RATES,,3.318537,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-02-07T06:15:00Z
2025-02-10,DEMO-IRS-003,Synthetic AUD receive/pay-fixed swap,RATES,,3.380579,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-02-10T06:15:00Z
2025-02-11,DEMO-IRS-003,Synthetic AUD receive/pay-fixed swap,RATES,,3.365223,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-02-11T06:15:00Z
2025-02-12,DEMO-IRS-003,Synthetic AUD receive/pay-fixed swap,RATES,,3.473961,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-02-12T06:15:00Z
2025-02-13,DEMO-IRS-003,Synthetic AUD receive/pay-fixed swap,RATES,,3.43636,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-02-13T06:15:00Z
2025-02-14,DEMO-IRS-003,Synthetic AUD receive/pay-fixed swap,RATES,,3.353379,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-02-14T06:15:00Z
2025-01-14,DEMO-IRS-004,Synthetic SGD receive/pay-fixed swap,RATES,,3.27322,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-14T06:15:00Z
2025-01-15,DEMO-IRS-004,Synthetic SGD receive/pay-fixed swap,RATES,,3.22883,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-15T06:15:00Z
2025-01-16,DEMO-IRS-004,Synthetic SGD receive/pay-fixed swap,RATES,,3.255596,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-16T06:15:00Z
2025-01-17,DEMO-IRS-004,Synthetic SGD receive/pay-fixed swap,RATES,,3.225769,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-17T06:15:00Z
2025-01-20,DEMO-IRS-004,Synthetic SGD receive/pay-fixed swap,RATES,,3.207848,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-20T06:15:00Z
2025-01-21,DEMO-IRS-004,Synthetic SGD receive/pay-fixed swap,RATES,,3.119645,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-21T06:15:00Z
2025-01-22,DEMO-IRS-004,Synthetic SGD receive/pay-fixed swap,RATES,,3.045765,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-22T06:15:00Z
2025-01-23,DEMO-IRS-004,Synthetic SGD receive/pay-fixed swap,RATES,,3.089552,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-23T06:15:00Z
2025-01-24,DEMO-IRS-004,Synthetic SGD receive/pay-fixed swap,RATES,,3.04088,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-24T06:15:00Z
2025-01-27,DEMO-IRS-004,Synthetic SGD receive/pay-fixed swap,RATES,,3.007928,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-27T06:15:00Z
2025-01-28,DEMO-IRS-004,Synthetic SGD receive/pay-fixed swap,RATES,,2.990245,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-28T06:15:00Z
2025-01-29,DEMO-IRS-004,Synthetic SGD receive/pay-fixed swap,RATES,,3.040098,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-29T06:15:00Z
2025-01-30,DEMO-IRS-004,Synthetic SGD receive/pay-fixed swap,RATES,,2.980528,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-30T06:15:00Z
2025-01-31,DEMO-IRS-004,Synthetic SGD receive/pay-fixed swap,RATES,,3.024271,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-31T06:15:00Z
2025-02-03,DEMO-IRS-004,Synthetic SGD receive/pay-fixed swap,RATES,,2.971898,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-02-03T06:15:00Z
2025-02-04,DEMO-IRS-004,Synthetic SGD receive/pay-fixed swap,RATES,,2.998175,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-02-04T06:15:00Z
2025-02-05,DEMO-IRS-004,Synthetic SGD receive/pay-fixed swap,RATES,,2.979348,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-02-05T06:15:00Z
2025-02-06,DEMO-IRS-004,Synthetic SGD receive/pay-fixed swap,RATES,,2.961129,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-02-06T06:15:00Z
2025-02-07,DEMO-IRS-004,Synthetic SGD receive/pay-fixed swap,RATES,,2.883253,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-02-07T06:15:00Z
2025-02-10,DEMO-IRS-004,Synthetic SGD receive/pay-fixed swap,RATES,,2.870902,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-02-10T06:15:00Z
2025-02-11,DEMO-IRS-004,Synthetic SGD receive/pay-fixed swap,RATES,,2.827076,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-02-11T06:15:00Z
2025-02-12,DEMO-IRS-004,Synthetic SGD receive/pay-fixed swap,RATES,,2.76167,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-02-12T06:15:00Z
2025-02-13,DEMO-IRS-004,Synthetic SGD receive/pay-fixed swap,RATES,,2.745683,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-02-13T06:15:00Z
2025-02-14,DEMO-IRS-004,Synthetic SGD receive/pay-fixed swap,RATES,,2.681933,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-02-14T06:15:00Z
2025-01-14,HSI-CALL-21000-2025-09,Synthetic HSI CALL 21000 2025 09 position,EQUITY,14.969024,,,24.476462,14.954055,14.983993,14.969024,LAST,SYNTHETIC_GENERATOR,2025-01-14T06:15:00Z
2025-01-15,HSI-CALL-21000-2025-09,Synthetic HSI CALL 21000 2025 09 position,EQUITY,14.922804,,,24.697706,14.907881,14.937727,14.922804,LAST,SYNTHETIC_GENERATOR,2025-01-15T06:15:00Z
2025-01-16,HSI-CALL-21000-2025-09,Synthetic HSI CALL 21000 2025 09 position,EQUITY,15.114602,,,25.502493,15.099488,15.129717,15.114602,LAST,SYNTHETIC_GENERATOR,2025-01-16T06:15:00Z
2025-01-17,HSI-CALL-21000-2025-09,Synthetic HSI CALL 21000 2025 09 position,EQUITY,15.192931,,,24.008999,15.177738,15.208124,15.192931,LAST,SYNTHETIC_GENERATOR,2025-01-17T06:15:00Z
2025-01-20,HSI-CALL-21000-2025-09,Synthetic HSI CALL 21000 2025 09 position,EQUITY,15.161977,,,23.334486,15.146815,15.177139,15.161977,LAST,SYNTHETIC_GENERATOR,2025-01-20T06:15:00Z
2025-01-21,HSI-CALL-21000-2025-09,Synthetic HSI CALL 21000 2025 09 position,EQUITY,15.093524,,,23.629641,15.078431,15.108618,15.093524,LAST,SYNTHETIC_GENERATOR,2025-01-21T06:15:00Z
2025-01-22,HSI-CALL-21000-2025-09,Synthetic HSI CALL 21000 2025 09 position,EQUITY,14.786834,,,23.720813,14.772047,14.801621,14.786834,LAST,SYNTHETIC_GENERATOR,2025-01-22T06:15:00Z
2025-01-23,HSI-CALL-21000-2025-09,Synthetic HSI CALL 21000 2025 09 position,EQUITY,14.771913,,,23.413088,14.757141,14.786685,14.771913,LAST,SYNTHETIC_GENERATOR,2025-01-23T06:15:00Z
2025-01-24,HSI-CALL-21000-2025-09,Synthetic HSI CALL 21000 2025 09 position,EQUITY,14.905038,,,22.988341,14.890133,14.919943,14.905038,LAST,SYNTHETIC_GENERATOR,2025-01-24T06:15:00Z
2025-01-27,HSI-CALL-21000-2025-09,Synthetic HSI CALL 21000 2025 09 position,EQUITY,14.995469,,,22.941226,14.980474,15.010465,14.995469,LAST,SYNTHETIC_GENERATOR,2025-01-27T06:15:00Z
2025-01-28,HSI-CALL-21000-2025-09,Synthetic HSI CALL 21000 2025 09 position,EQUITY,15.208259,,,22.616755,15.193051,15.223467,15.208259,LAST,SYNTHETIC_GENERATOR,2025-01-28T06:15:00Z
2025-01-29,HSI-CALL-21000-2025-09,Synthetic HSI CALL 21000 2025 09 position,EQUITY,14.98733,,,22.923175,14.972343,15.002318,14.98733,LAST,SYNTHETIC_GENERATOR,2025-01-29T06:15:00Z
2025-01-30,HSI-CALL-21000-2025-09,Synthetic HSI CALL 21000 2025 09 position,EQUITY,15.208814,,,23.040705,15.193605,15.224023,15.208814,LAST,SYNTHETIC_GENERATOR,2025-01-30T06:15:00Z
2025-01-31,HSI-CALL-21000-2025-09,Synthetic HSI CALL 21000 2025 09 position,EQUITY,15.356364,,,23.565561,15.341008,15.371721,15.356364,LAST,SYNTHETIC_GENERATOR,2025-01-31T06:15:00Z
2025-02-03,HSI-CALL-21000-2025-09,Synthetic HSI CALL 21000 2025 09 position,EQUITY,15.182512,,,24.065413,15.167329,15.197694,15.182512,LAST,SYNTHETIC_GENERATOR,2025-02-03T06:15:00Z
2025-02-04,HSI-CALL-21000-2025-09,Synthetic HSI CALL 21000 2025 09 position,EQUITY,15.186091,,,23.895253,15.170905,15.201277,15.186091,LAST,SYNTHETIC_GENERATOR,2025-02-04T06:15:00Z
2025-02-05,HSI-CALL-21000-2025-09,Synthetic HSI CALL 21000 2025 09 position,EQUITY,15.362503,,,24.691144,15.34714,15.377865,15.362503,LAST,SYNTHETIC_GENERATOR,2025-02-05T06:15:00Z
2025-02-06,HSI-CALL-21000-2025-09,Synthetic HSI CALL 21000 2025 09 position,EQUITY,15.323272,,,25.210719,15.307948,15.338595,15.323272,LAST,SYNTHETIC_GENERATOR,2025-02-06T06:15:00Z
2025-02-07,HSI-CALL-21000-2025-09,Synthetic HSI CALL 21000 2025 09 position,EQUITY,15.531834,,,25.380928,15.516302,15.547366,15.531834,LAST,SYNTHETIC_GENERATOR,2025-02-07T06:15:00Z
2025-02-10,HSI-CALL-21000-2025-09,Synthetic HSI CALL 21000 2025 09 position,EQUITY,15.576787,,,25.893376,15.561211,15.592364,15.576787,LAST,SYNTHETIC_GENERATOR,2025-02-10T06:15:00Z
2025-02-11,HSI-CALL-21000-2025-09,Synthetic HSI CALL 21000 2025 09 position,EQUITY,15.685283,,,25.701901,15.669598,15.700969,15.685283,LAST,SYNTHETIC_GENERATOR,2025-02-11T06:15:00Z
2025-02-12,HSI-CALL-21000-2025-09,Synthetic HSI CALL 21000 2025 09 position,EQUITY,15.797446,,,25.758593,15.781648,15.813243,15.797446,LAST,SYNTHETIC_GENERATOR,2025-02-12T06:15:00Z
2025-02-13,HSI-CALL-21000-2025-09,Synthetic HSI CALL 21000 2025 09 position,EQUITY,15.883182,,,25.514666,15.867299,15.899065,15.883182,LAST,SYNTHETIC_GENERATOR,2025-02-13T06:15:00Z
2025-02-14,HSI-CALL-21000-2025-09,Synthetic HSI CALL 21000 2025 09 position,EQUITY,15.933932,,,25.756475,15.917998,15.949866,15.933932,LAST,SYNTHETIC_GENERATOR,2025-02-14T06:15:00Z
2025-01-14,HSI-CALL-22000-2025-06,Synthetic HSI CALL 22000 2025 06 position,EQUITY,15.329019,,,23.983363,15.31369,15.344348,15.329019,LAST,SYNTHETIC_GENERATOR,2025-01-14T06:15:00Z
2025-01-15,HSI-CALL-22000-2025-06,Synthetic HSI CALL 22000 2025 06 position,EQUITY,15.519276,,,23.95931,15.503757,15.534795,15.519276,LAST,SYNTHETIC_GENERATOR,2025-01-15T06:15:00Z
2025-01-16,HSI-CALL-22000-2025-06,Synthetic HSI CALL 22000 2025 06 position,EQUITY,15.639284,,,24.16558,15.623644,15.654923,15.639284,LAST,SYNTHETIC_GENERATOR,2025-01-16T06:15:00Z
2025-01-17,HSI-CALL-22000-2025-06,Synthetic HSI CALL 22000 2025 06 position,EQUITY,15.596216,,,24.467276,15.58062,15.611812,15.596216,LAST,SYNTHETIC_GENERATOR,2025-01-17T06:15:00Z
2025-01-20,HSI-CALL-22000-2025-06,Synthetic HSI CALL 22000 2025 06 position,EQUITY,15.568378,,,25.238446,15.552809,15.583946,15.568378,LAST,SYNTHETIC_GENERATOR,2025-01-20T06:15:00Z
2025-01-21,HSI-CALL-22000-2025-06,Synthetic HSI CALL 22000 2025 06 position,EQUITY,15.541877,,,24.991784,15.526335,15.557419,15.541877,LAST,SYNTHETIC_GENERATOR,2025-01-21T06:15:00Z
2025-01-22,HSI-CALL-22000-2025-06,Synthetic HSI CALL 22000 2025 06 position,EQUITY,15.554844,,,24.861064,15.539289,15.570398,15.554844,LAST,SYNTHETIC_GENERATOR,2025-01-22T06:15:00Z
2025-01-23,HSI-CALL-22000-2025-06,Synthetic HSI CALL 22000 2025 06 position,EQUITY,15.601735,,,25.252232,15.586133,15.617337,15.601735,LAST,SYNTHETIC_GENERATOR,2025-01-23T06:15:00Z
2025-01-24,HSI-CALL-22000-2025-06,Synthetic HSI CALL 22000 2025 06 position,EQUITY,15.528217,,,24.925252,15.512689,15.543746,15.528217,LAST,SYNTHETIC_GENERATOR,2025-01-24T06:15:00Z
2025-01-27,HSI-CALL-22000-2025-06,Synthetic HSI CALL 22000 2025 06 position,EQUITY,15.596938,,,24.946704,15.581341,15.612535,15.596938,LAST,SYNTHETIC_GENERATOR,2025-01-27T06:15:00Z
2025-01-28,HSI-CALL-22000-2025-06,Synthetic HSI CALL 22000 2025 06 position,EQUITY,15.619358,,,25.00143,15.603739,15.634978,15.619358,LAST,SYNTHETIC_GENERATOR,2025-01-28T06:15:00Z
2025-01-29,HSI-CALL-22000-2025-06,Synthetic HSI CALL 22000 2025 06 position,EQUITY,15.365187,,,25.607606,15.349822,15.380553,15.365187,LAST,SYNTHETIC_GENERATOR,2025-01-29T06:15:00Z
2025-01-30,HSI-CALL-22000-2025-06,Synthetic HSI CALL 22000 2025 06 position,EQUITY,15.560934,,,25.323575,15.545373,15.576495,15.560934,LAST,SYNTHETIC_GENERATOR,2025-01-30T06:15:00Z
2025-01-31,HSI-CALL-22000-2025-06,Synthetic HSI CALL 22000 2025 06 position,EQUITY,15.598294,,,24.984579,15.582696,15.613893,15.598294,LAST,SYNTHETIC_GENERATOR,2025-01-31T06:15:00Z
2025-02-03,HSI-CALL-22000-2025-06,Synthetic HSI CALL 22000 2025 06 position,EQUITY,15.407154,,,25.108279,15.391747,15.422562,15.407154,LAST,SYNTHETIC_GENERATOR,2025-02-03T06:15:00Z
2025-02-04,HSI-CALL-22000-2025-06,Synthetic HSI CALL 22000 2025 06 position,EQUITY,15.594165,,,25.062487,15.578571,15.609759,15.594165,LAST,SYNTHETIC_GENERATOR,2025-02-04T06:15:00Z
2025-02-05,HSI-CALL-22000-2025-06,Synthetic HSI CALL 22000 2025 06 position,EQUITY,15.536258,,,24.807818,15.520722,15.551795,15.536258,LAST,SYNTHETIC_GENERATOR,2025-02-05T06:15:00Z
2025-02-06,HSI-CALL-22000-2025-06,Synthetic HSI CALL 22000 2025 06 position,EQUITY,15.538466,,,25.292707,15.522928,15.554005,15.538466,LAST,SYNTHETIC_GENERATOR,2025-02-06T06:15:00Z
2025-02-07,HSI-CALL-22000-2025-06,Synthetic HSI CALL 22000 2025 06 position,EQUITY,15.742692,,,26.208712,15.726949,15.758434,15.742692,LAST,SYNTHETIC_GENERATOR,2025-02-07T06:15:00Z
2025-02-10,HSI-CALL-22000-2025-06,Synthetic HSI CALL 22000 2025 06 position,EQUITY,16.013971,,,25.287704,15.997957,16.029985,16.013971,LAST,SYNTHETIC_GENERATOR,2025-02-10T06:15:00Z
2025-02-11,HSI-CALL-22000-2025-06,Synthetic HSI CALL 22000 2025 06 position,EQUITY,16.011415,,,24.623599,15.995404,16.027427,16.011415,LAST,SYNTHETIC_GENERATOR,2025-02-11T06:15:00Z
2025-02-12,HSI-CALL-22000-2025-06,Synthetic HSI CALL 22000 2025 06 position,EQUITY,15.77624,,,24.396893,15.760464,15.792016,15.77624,LAST,SYNTHETIC_GENERATOR,2025-02-12T06:15:00Z
2025-02-13,HSI-CALL-22000-2025-06,Synthetic HSI CALL 22000 2025 06 position,EQUITY,15.886195,,,24.398423,15.870308,15.902081,15.886195,LAST,SYNTHETIC_GENERATOR,2025-02-13T06:15:00Z
2025-02-14,HSI-CALL-22000-2025-06,Synthetic HSI CALL 22000 2025 06 position,EQUITY,16.072027,,,23.559399,16.055955,16.088099,16.072027,LAST,SYNTHETIC_GENERATOR,2025-02-14T06:15:00Z
2025-01-14,HSI-INDEX,Synthetic HSI equity index,EQUITY,1576.809152,,,,1575.232343,1578.385961,1576.809152,LAST,SYNTHETIC_GENERATOR,2025-01-14T06:15:00Z
2025-01-15,HSI-INDEX,Synthetic HSI equity index,EQUITY,1572.794747,,,,1571.221953,1574.367542,1572.794747,LAST,SYNTHETIC_GENERATOR,2025-01-15T06:15:00Z
2025-01-16,HSI-INDEX,Synthetic HSI equity index,EQUITY,1541.836987,,,,1540.29515,1543.378824,1541.836987,LAST,SYNTHETIC_GENERATOR,2025-01-16T06:15:00Z
2025-01-17,HSI-INDEX,Synthetic HSI equity index,EQUITY,1537.062988,,,,1535.525925,1538.600051,1537.062988,LAST,SYNTHETIC_GENERATOR,2025-01-17T06:15:00Z
2025-01-20,HSI-INDEX,Synthetic HSI equity index,EQUITY,1580.733079,,,,1579.152346,1582.313812,1580.733079,LAST,SYNTHETIC_GENERATOR,2025-01-20T06:15:00Z
2025-01-21,HSI-INDEX,Synthetic HSI equity index,EQUITY,1592.625107,,,,1591.032482,1594.217732,1592.625107,LAST,SYNTHETIC_GENERATOR,2025-01-21T06:15:00Z
2025-01-22,HSI-INDEX,Synthetic HSI equity index,EQUITY,1587.080026,,,,1585.492946,1588.667106,1587.080026,LAST,SYNTHETIC_GENERATOR,2025-01-22T06:15:00Z
2025-01-23,HSI-INDEX,Synthetic HSI equity index,EQUITY,1565.91691,,,,1564.350993,1567.482826,1565.91691,LAST,SYNTHETIC_GENERATOR,2025-01-23T06:15:00Z
2025-01-24,HSI-INDEX,Synthetic HSI equity index,EQUITY,1552.782999,,,,1551.230216,1554.335782,1552.782999,LAST,SYNTHETIC_GENERATOR,2025-01-24T06:15:00Z
2025-01-27,HSI-INDEX,Synthetic HSI equity index,EQUITY,1543.366257,,,,1541.822891,1544.909624,1543.366257,LAST,SYNTHETIC_GENERATOR,2025-01-27T06:15:00Z
2025-01-28,HSI-INDEX,Synthetic HSI equity index,EQUITY,1548.818835,,,,1547.270016,1550.367654,1548.818835,LAST,SYNTHETIC_GENERATOR,2025-01-28T06:15:00Z
2025-01-29,HSI-INDEX,Synthetic HSI equity index,EQUITY,1554.858234,,,,1553.303375,1556.413092,1554.858234,LAST,SYNTHETIC_GENERATOR,2025-01-29T06:15:00Z
2025-01-30,HSI-INDEX,Synthetic HSI equity index,EQUITY,1548.767437,,,,1547.21867,1550.316205,1548.767437,LAST,SYNTHETIC_GENERATOR,2025-01-30T06:15:00Z
2025-01-31,HSI-INDEX,Synthetic HSI equity index,EQUITY,1544.5953,,,,1543.050705,1546.139896,1544.5953,LAST,SYNTHETIC_GENERATOR,2025-01-31T06:15:00Z
2025-02-03,HSI-INDEX,Synthetic HSI equity index,EQUITY,1524.899792,,,,1523.374892,1526.424692,1524.899792,LAST,SYNTHETIC_GENERATOR,2025-02-03T06:15:00Z
2025-02-04,HSI-INDEX,Synthetic HSI equity index,EQUITY,1519.134438,,,,1517.615303,1520.653572,1519.134438,LAST,SYNTHETIC_GENERATOR,2025-02-04T06:15:00Z
2025-02-05,HSI-INDEX,Synthetic HSI equity index,EQUITY,1531.241164,,,,1529.709922,1532.772405,1531.241164,LAST,SYNTHETIC_GENERATOR,2025-02-05T06:15:00Z
2025-02-06,HSI-INDEX,Synthetic HSI equity index,EQUITY,1519.071002,,,,1517.551931,1520.590073,1519.071002,LAST,SYNTHETIC_GENERATOR,2025-02-06T06:15:00Z
2025-02-07,HSI-INDEX,Synthetic HSI equity index,EQUITY,1530.76895,,,,1529.238181,1532.299719,1530.76895,LAST,SYNTHETIC_GENERATOR,2025-02-07T06:15:00Z
2025-02-10,HSI-INDEX,Synthetic HSI equity index,EQUITY,1544.388321,,,,1542.843933,1545.932709,1544.388321,LAST,SYNTHETIC_GENERATOR,2025-02-10T06:15:00Z
2025-02-11,HSI-INDEX,Synthetic HSI equity index,EQUITY,1543.390016,,,,1541.846626,1544.933406,1543.390016,LAST,SYNTHETIC_GENERATOR,2025-02-11T06:15:00Z
2025-02-12,HSI-INDEX,Synthetic HSI equity index,EQUITY,1526.678948,,,,1525.152269,1528.205627,1526.678948,LAST,SYNTHETIC_GENERATOR,2025-02-12T06:15:00Z
2025-02-13,HSI-INDEX,Synthetic HSI equity index,EQUITY,1530.257962,,,,1528.727704,1531.78822,1530.257962,LAST,SYNTHETIC_GENERATOR,2025-02-13T06:15:00Z
2025-02-14,HSI-INDEX,Synthetic HSI equity index,EQUITY,1530.848383,,,,1529.317534,1532.379231,1530.848383,LAST,SYNTHETIC_GENERATOR,2025-02-14T06:15:00Z
2025-01-14,HSI-PUT-19000-2025-06,Synthetic HSI PUT 19000 2025 06 position,EQUITY,15.795202,,,25.577976,15.779407,15.810997,15.795202,LAST,SYNTHETIC_GENERATOR,2025-01-14T06:15:00Z
2025-01-15,HSI-PUT-19000-2025-06,Synthetic HSI PUT 19000 2025 06 position,EQUITY,15.672784,,,26.233418,15.657111,15.688457,15.672784,LAST,SYNTHETIC_GENERATOR,2025-01-15T06:15:00Z
2025-01-16,HSI-PUT-19000-2025-06,Synthetic HSI PUT 19000 2025 06 position,EQUITY,15.65957,,,26.374239,15.64391,15.675229,15.65957,LAST,SYNTHETIC_GENERATOR,2025-01-16T06:15:00Z
2025-01-17,HSI-PUT-19000-2025-06,Synthetic HSI PUT 19000 2025 06 position,EQUITY,15.565785,,,26.066434,15.550219,15.58135,15.565785,LAST,SYNTHETIC_GENERATOR,2025-01-17T06:15:00Z
2025-01-20,HSI-PUT-19000-2025-06,Synthetic HSI PUT 19000 2025 06 position,EQUITY,15.658103,,,26.682365,15.642445,15.673761,15.658103,LAST,SYNTHETIC_GENERATOR,2025-01-20T06:15:00Z
2025-01-21,HSI-PUT-19000-2025-06,Synthetic HSI PUT 19000 2025 06 position,EQUITY,15.789985,,,27.010735,15.774195,15.805775,15.789985,LAST,SYNTHETIC_GENERATOR,2025-01-21T06:15:00Z
2025-01-22,HSI-PUT-19000-2025-06,Synthetic HSI PUT 19000 2025 06 position,EQUITY,15.76402,,,27.131859,15.748256,15.779784,15.76402,LAST,SYNTHETIC_GENERATOR,2025-01-22T06:15:00Z
2025-01-23,HSI-PUT-19000-2025-06,Synthetic HSI PUT 19000 2025 06 position,EQUITY,15.883912,,,26.633544,15.868028,15.899796,15.883912,LAST,SYNTHETIC_GENERATOR,2025-01-23T06:15:00Z
2025-01-24,HSI-PUT-19000-2025-06,Synthetic HSI PUT 19000 2025 06 position,EQUITY,15.936086,,,26.416011,15.92015,15.952022,15.936086,LAST,SYNTHETIC_GENERATOR,2025-01-24T06:15:00Z
2025-01-27,HSI-PUT-19000-2025-06,Synthetic HSI PUT 19000 2025 06 position,EQUITY,15.840403,,,26.00006,15.824562,15.856243,15.840403,LAST,SYNTHETIC_GENERATOR,2025-01-27T06:15:00Z
2025-01-28,HSI-PUT-19000-2025-06,Synthetic HSI PUT 19000 2025 06 position,EQUITY,15.820837,,,26.376391,15.805016,15.836658,15.820837,LAST,SYNTHETIC_GENERATOR,2025-01-28T06:15:00Z
2025-01-29,HSI-PUT-19000-2025-06,Synthetic HSI PUT 19000 2025 06 position,EQUITY,15.871912,,,26.25602,15.85604,15.887784,15.871912,LAST,SYNTHETIC_GENERATOR,2025-01-29T06:15:00Z
2025-01-30,HSI-PUT-19000-2025-06,Synthetic HSI PUT 19000 2025 06 position,EQUITY,15.8053,,,26.354604,15.789495,15.821106,15.8053,LAST,SYNTHETIC_GENERATOR,2025-01-30T06:15:00Z
2025-01-31,HSI-PUT-19000-2025-06,Synthetic HSI PUT 19000 2025 06 position,EQUITY,15.721036,,,26.603434,15.705315,15.736757,15.721036,LAST,SYNTHETIC_GENERATOR,2025-01-31T06:15:00Z
2025-02-03,HSI-PUT-19000-2025-06,Synthetic HSI PUT 19000 2025 06 position,EQUITY,15.609172,,,26.031728,15.593563,15.624782,15.609172,LAST,SYNTHETIC_GENERATOR,2025-02-03T06:15:00Z
2025-02-04,HSI-PUT-19000-2025-06,Synthetic HSI PUT 19000 2025 06 position,EQUITY,15.762251,,,26.630618,15.746489,15.778014,15.762251,LAST,SYNTHETIC_GENERATOR,2025-02-04T06:15:00Z
2025-02-05,HSI-PUT-19000-2025-06,Synthetic HSI PUT 19000 2025 06 position,EQUITY,15.760051,,,27.180332,15.744291,15.775811,15.760051,LAST,SYNTHETIC_GENERATOR,2025-02-05T06:15:00Z
2025-02-06,HSI-PUT-19000-2025-06,Synthetic HSI PUT 19000 2025 06 position,EQUITY,15.800809,,,26.625194,15.785008,15.81661,15.800809,LAST,SYNTHETIC_GENERATOR,2025-02-06T06:15:00Z
2025-02-07,HSI-PUT-19000-2025-06,Synthetic HSI PUT 19000 2025 06 position,EQUITY,15.609442,,,27.063744,15.593833,15.625051,15.609442,LAST,SYNTHETIC_GENERATOR,2025-02-07T06:15:00Z
2025-02-10,HSI-PUT-19000-2025-06,Synthetic HSI PUT 19000 2025 06 position,EQUITY,15.521147,,,27.054057,15.505625,15.536668,15.521147,LAST,SYNTHETIC_GENERATOR,2025-02-10T06:15:00Z
2025-02-11,HSI-PUT-19000-2025-06,Synthetic HSI PUT 19000 2025 06 position,EQUITY,15.651547,,,26.592613,15.635895,15.667198,15.651547,LAST,SYNTHETIC_GENERATOR,2025-02-11T06:15:00Z
2025-02-12,HSI-PUT-19000-2025-06,Synthetic HSI PUT 19000 2025 06 position,EQUITY,15.688326,,,26.780632,15.672638,15.704014,15.688326,LAST,SYNTHETIC_GENERATOR,2025-02-12T06:15:00Z
2025-02-13,HSI-PUT-19000-2025-06,Synthetic HSI PUT 19000 2025 06 position,EQUITY,15.833491,,,27.10865,15.817657,15.849324,15.833491,LAST,SYNTHETIC_GENERATOR,2025-02-13T06:15:00Z
